verb_class_key,noun_class_key,count,percentage
press,wrap,1,0.001
pull,bag,1,0.001
pull,beef,1,0.001
remove,mat,1,0.001
remove,machine:washing,1,0.001
pull,bowl,1,0.001
remove,light,1,0.001
pull,broccoli,1,0.001
pull,tomato,1,0.001
remove,dishwasher,1,0.001
remove,paprika,1,0.001
put,mint,1,0.001
remove,blender,1,0.001
put,pear,1,0.001
put,pen,1,0.001
remove,bean:green,1,0.001
put,pestle,1,0.001
put,pineapple,1,0.001
put,plum,1,0.001
remove,aubergine,1,0.001
put,quorn,1,0.001
remove,apple,1,0.001
put,recipe,1,0.001
put,ring:onion,1,0.001
put,rosemary,1,0.001
put,rubber,1,0.001
put,wine,1,0.001
put,scotch:egg,1,0.001
put,sprout,1,0.001
put,pea,1,0.001
put,melon,1,0.001
remove,cupboard,1,0.001
put,masher,1,0.001
put,bar,1,0.001
put,basil,1,0.001
put,cabbage,1,0.001
put,candle,1,0.001
put,chair,1,0.001
remove,cocktail,1,0.001
remove,choi:pak,1,0.001
put,dumpling,1,0.001
put,floor,1,0.001
remove,cherry,1,0.001
put,freezer,1,0.001
put,guard:hand,1,0.001
put,heater,1,0.001
put,light,1,0.001
remove,breadstick,1,0.001
put,machine:sous:vide,1,0.001
put,machine:washing,1,0.001
press,pasta,1,0.001
press,parsley,1,0.001
rub,towel:kitchen,1,0.001
roll,knife,1,0.001
roll,chopstick,1,0.001
roll,carrot,1,0.001
pour,fishcakes,1,0.001
pour,gin,1,0.001
pour,grass:lemon,1,0.001
rip,sponge,1,0.001
pour,lemon,1,0.001
rip,pork,1,0.001
pour,omelette,1,0.001
pour,onion:spring,1,0.001
rip,dough,1,0.001
pour,pan:dust,1,0.001
pour,paprika,1,0.001
pour,parsley,1,0.001
pour,powder:washing,1,0.001
pour,raspberry,1,0.001
remove,yeast,1,0.001
pour,curry,1,0.001
pour,corn,1,0.001
pour,sausage,1,0.001
roll,omelette,1,0.001
pour,beer,1,0.001
rub,spatula,1,0.001
rub,recipe,1,0.001
pour,butter,1,0.001
rub,lid,1,0.001
rub,leaf,1,0.001
pour,carrot,1,0.001
pour,celery,1,0.001
pour,cherry,1,0.001
rub,face,1,0.001
rub,cooker:slow,1,0.001
rub,choi:pak,1,0.001
rub,board:chopping,1,0.001
roll,wrap:plastic,1,0.001
roll,wrap,1,0.001
roll,tray,1,0.001
pour,chocolate,1,0.001
pour,rubbish,1,0.001
pour,seed,1,0.001
press,package,1,0.001
remove,sponge,1,0.001
press,alarm,1,0.001
remove,shell:egg,1,0.001
remove,shelf,1,0.001
remove,scissors,1,0.001
press,bread,1,0.001
press,broccoli,1,0.001
press,carrot,1,0.001
press,chicken,1,0.001
press,chopstick,1,0.001
press,coriander,1,0.001
press,food,1,0.001
remove,raisin,1,0.001
press,jug,1,0.001
press,leek,1,0.001
press,omelette,1,0.001
press,onion,1,0.001
remove,phone,1,0.001
remove,spinach,1,0.001
press,air,1,0.001
remove,wine,1,0.001
prepare,tomato,1,0.001
remove,whisk,1,0.001
remove,whetstone,1,0.001
remove,watch,1,0.001
add,banana,1,0.001
remove,towel,1,0.001
pour,tea,1,0.001
pour,towel,1,0.001
remove,toaster,1,0.001
remove,thermometer,1,0.001
pour,towel:kitchen,1,0.001
prepare,box,1,0.001
remove,sugar,1,0.001
remove,straw,1,0.001
prepare,coffee,1,0.001
remove,stick:crab,1,0.001
prepare,foil,1,0.001
remove,sprout,1,0.001
set,heat,1,0.001
set,knob,1,0.001
flip,cooker:slow,1,0.001
insert,ring:onion,1,0.001
insert,mat:sushi,1,0.001
squeeze,napkin,1,0.001
squeeze,mixture,1,0.001
squeeze,mat:sushi,1,0.001
squeeze,liquid,1,0.001
insert,opener:bottle,1,0.001
insert,oven,1,0.001
insert,phone,1,0.001
insert,roll,1,0.001
move,brush,1,0.001
insert,seed,1,0.001
insert,shelf,1,0.001
squeeze,caper,1,0.001
squeeze,can,1,0.001
squeeze,butter,1,0.001
squeeze,bread,1,0.001
insert,spinner:salad,1,0.001
sprinkle,tuna,1,0.001
insert,mango,1,0.001
squeeze,pasta,1,0.001
insert,machine:sous:vide,1,0.001
squeeze,pepper,1,0.001
insert,cooker:slow,1,0.001
stab,meat,1,0.001
stab,hand,1,0.001
stab,egg,1,0.001
insert,cutter:pizza,1,0.001
squeeze,wrap:plastic,1,0.001
squeeze,wrap,1,0.001
insert,dumpling,1,0.001
squeeze,tuna,1,0.001
insert,fruit,1,0.001
insert,funnel,1,0.001
squeeze,tomato,1,0.001
squeeze,spoon,1,0.001
insert,juice,1,0.001
insert,kale,1,0.001
squeeze,salt,1,0.001
squeeze,rice,1,0.001
sprinkle,towel,1,0.001
sprinkle,stock,1,0.001
sprinkle,sauce,1,0.001
lift,bag,1,0.001
lift,bottle,1,0.001
sort,towel,1,0.001
lift,box,1,0.001
sort,tofu,1,0.001
sort,tap,1,0.001
sort,spoon,1,0.001
lift,bread,1,0.001
sort,sandwich,1,0.001
lift,cake,1,0.001
lift,cheese,1,0.001
lift,cover,1,0.001
sort,pizza,1,0.001
sort,pepper,1,0.001
lift,dishwasher,1,0.001
lift,jar,1,0.001
lift,mixture,1,0.001
sort,meat,1,0.001
lift,bin,1,0.001
let-go,spoon,1,0.001
insert,thyme,1,0.001
let-go,sponge,1,0.001
sprinkle,rosemary,1,0.001
insert,top,1,0.001
insert,turmeric,1,0.001
insert,wall,1,0.001
sprinkle,olive,1,0.001
insert,wire,1,0.001
knead,bowl,1,0.001
knead,hand,1,0.001
sprinkle,cover,1,0.001
knead,paste,1,0.001
sprinkle,coriander,1,0.001
sprinkle,coconut,1,0.001
let-go,dough,1,0.001
sprinkle,basil,1,0.001
let-go,paper,1,0.001
let-go,pot,1,0.001
spray,oil,1,0.001
stab,sink,1,0.001
stab,wrap:plastic,1,0.001
insert,cocktail,1,0.001
form,juicer,1,0.001
gather,board:chopping,1,0.001
gather,cabbage,1,0.001
gather,egg,1,0.001
gather,fish,1,0.001
gather,flour,1,0.001
gather,garlic,1,0.001
gather,liquid:washing,1,0.001
gather,meat,1,0.001
gather,mixture,1,0.001
gather,potato,1,0.001
gather,seed,1,0.001
gather,spoon,1,0.001
gather,tomato,1,0.001
grate,pasta,1,0.001
take,cherry,1,0.001
hang,hand,1,0.001
take,chair,1,0.001
form,wrap:plastic,1,0.001
form,bowl,1,0.001
hang,spatula,1,0.001
fold,yeast,1,0.001
flip,cover,1,0.001
flip,fridge,1,0.001
flip,glove,1,0.001
flip,lid,1,0.001
flip,oatmeal,1,0.001
flip,package,1,0.001
flip,pancake,1,0.001
flip,pizza,1,0.001
flip,recipe,1,0.001
flip,tongs,1,0.001
fold,bar,1,0.001
fold,board:chopping,1,0.001
fold,book,1,0.001
take,dishwasher,1,0.001
fold,bread,1,0.001
fold,napkin,1,0.001
fold,salami,1,0.001
hang,pot,1,0.001
hang,sponge,1,0.001
insert,clip,1,0.001
hold,tap,1,0.001
hold,towel,1,0.001
hold,wrap,1,0.001
increase,water,1,0.001
insert,apple,1,0.001
insert,asparagus,1,0.001
insert,banana,1,0.001
put,toaster,1,0.001
insert,basket,1,0.001
insert,breadcrumb,1,0.001
insert,caper,1,0.001
insert,cellar:salt,1,0.001
switch,dough,1,0.001
switch,cupboard,1,0.001
switch,bag,1,0.001
stretch,towel,1,0.001
insert,cinnamon,1,0.001
stretch,hand,1,0.001
hold,tomato,1,0.001
hold,presser,1,0.001
take,cd,1,0.001
hold,package,1,0.001
hold,bag,1,0.001
hold,blender,1,0.001
take,candle,1,0.001
hold,cap,1,0.001
hold,carrot,1,0.001
take,cabbage,1,0.001
hold,chicken,1,0.001
hold,colander,1,0.001
hold,cucumber,1,0.001
hold,egg,1,0.001
hold,glove,1,0.001
hold,hand,1,0.001
hold,jar,1,0.001
hold,jug,1,0.001
hold,knife,1,0.001
hold,oil,1,0.001
hold,oven,1,0.001
lift,rack:drying,1,0.001
sort,maker:coffee,1,0.001
sort,lime,1,0.001
shake,slicer,1,0.001
shake,scissors,1,0.001
measure,onion,1,0.001
measure,pan,1,0.001
measure,paprika,1,0.001
shake,salad,1,0.001
shake,rubbish,1,0.001
measure,pasta,1,0.001
shake,rack:drying,1,0.001
measure,sauce,1,0.001
measure,thyme,1,0.001
shake,pepper,1,0.001
shake,peeler:potato,1,0.001
measure,wine,1,0.001
mix,blueberry,1,0.001
mix,bread,1,0.001
shake,opener:bottle,1,0.001
mix,breadcrumb,1,0.001
shake,shrimp,1,0.001
measure,nut,1,0.001
mix,cinnamon,1,0.001
shake,spinner:salad,1,0.001
slide,garlic,1,0.001
slide,drawer,1,0.001
look,top,1,0.001
slide,dishwasher,1,0.001
slide,cucumber,1,0.001
look,water,1,0.001
lower,lid,1,0.001
mark,tray,1,0.001
measure,breadcrumb,1,0.001
measure,chilli,1,0.001
measure,dough,1,0.001
measure,flour,1,0.001
measure,ginger,1,0.001
shake,thermometer,1,0.001
shake,straw,1,0.001
shake,stand,1,0.001
measure,heat,1,0.001
mix,cherry,1,0.001
mix,coriander,1,0.001
slide,knife,1,0.001
mix,onion:spring,1,0.001
shake,coriander,1,0.001
mix,pepper,1,0.001
mix,pot,1,0.001
mix,sausage,1,0.001
shake,chopstick,1,0.001
mix,shrimp,1,0.001
shake,cheese,1,0.001
shake,caper,1,0.001
shake,brush,1,0.001
mix,spinach,1,0.001
mix,tuna,1,0.001
shake,apple,1,0.001
move,bar,1,0.001
set,tv,1,0.001
move,battery,1,0.001
move,blueberry,1,0.001
move,broccoli,1,0.001
shake,corn,1,0.001
shake,cucumber,1,0.001
mix,corn,1,0.001
mix,maker:coffee,1,0.001
shake,liquid,1,0.001
mix,drink,1,0.001
mix,dumpling,1,0.001
mix,fridge,1,0.001
shake,jug,1,0.001
mix,ginger,1,0.001
mix,heat,1,0.001
shake,grater,1,0.001
shake,glove,1,0.001
mix,knife,1,0.001
shake,fork,1,0.001
shake,food,1,0.001
shake,fish,1,0.001
mix,leek,1,0.001
mix,liquid,1,0.001
shake,dough,1,0.001
shake,cutlery,1,0.001
slide,kettle,1,0.001
slide,milk,1,0.001
lift,recipe,1,0.001
sort,chopstick,1,0.001
look,cabbage,1,0.001
look,can,1,0.001
sort,bottle,1,0.001
look,carrot,1,0.001
sort,bin,1,0.001
sort,bean:green,1,0.001
look,cup,1,0.001
look,dough,1,0.001
look,drawer,1,0.001
look,floor,1,0.001
look,fridge,1,0.001
look,hand,1,0.001
look,hob,1,0.001
look,kettle,1,0.001
soak,peeler:potato,1,0.001
look,meat,1,0.001
soak,masher,1,0.001
sort,carrot,1,0.001
sort,coffee,1,0.001
look,oven,1,0.001
sort,coriander,1,0.001
sort,leaf,1,0.001
sort,kiwi,1,0.001
sort,kitchen,1,0.001
sort,kettle,1,0.001
sort,jug,1,0.001
sort,jar,1,0.001
sort,glove,1,0.001
lift,spoon,1,0.001
sort,garlic,1,0.001
sort,fridge,1,0.001
sort,fork,1,0.001
lift,tofu,1,0.001
sort,drawer,1,0.001
sort,cupboard,1,0.001
lock,container,1,0.001
lock,filter,1,0.001
lock,lid,1,0.001
soak,lid,1,0.001
look,pan,1,0.001
slide,nut,1,0.001
smell,glove,1,0.001
smell,dough,1,0.001
smell,cup,1,0.001
smell,cream,1,0.001
smell,cereal,1,0.001
smell,candle,1,0.001
look,spice,1,0.001
smell,box,1,0.001
smell,bottle,1,0.001
look,sponge,1,0.001
slide,skin,1,0.001
slide,potato,1,0.001
slide,plate,1,0.001
slide,pepper,1,0.001
slide,paper,1,0.001
slide,pan,1,0.001
slide,onion,1,0.001
slide,omelette,1,0.001
smell,face,1,0.001
smell,hand,1,0.001
soak,grater,1,0.001
smell,hummus,1,0.001
soak,glass,1,0.001
look,paper,1,0.001
soak,cheese,1,0.001
soak,cereal,1,0.001
look,pepper,1,0.001
soak,box,1,0.001
look,phone,1,0.001
soak,bag,1,0.001
smell,yoghurt,1,0.001
smell,water,1,0.001
look,powder:washing,1,0.001
smell,tea,1,0.001
look,salad,1,0.001
smell,oil,1,0.001
smell,noodle,1,0.001
look,sauce,1,0.001
smell,leaf,1,0.001
wrap,yoghurt,1,0.001
