verb,noun,count,percentage
move-from,slice:cheese,1,0.001
pick-up,dish:meat,1,0.001
move-from,towel:tea,1,0.001
move-in,carrot,1,0.001
move-in,cheese,1,0.001
pick-up,cylinder:paper,1,0.001
pick-up,cylinder:measuring,1,0.001
pick-up,cylinder,1,0.001
pick-up,film:plastic,1,0.001
pick-up,filter:aeropress,1,0.001
move,paneer,1,0.001
pick-up,filter:teapot,1,0.001
move,tortellini,1,0.001
pick-up,grass:lemon,1,0.001
pick-up,glove:second,1,0.001
move,tray:ice:cube,1,0.001
move,tray:pizza,1,0.001
move,tree:mug,1,0.001
pick-up,glass:water,1,0.001
pick-up,glass:wash,1,0.001
pick-up,glass:orange:juice,1,0.001
move,tuna,1,0.001
move,utensil,1,0.001
pick-up,galangal,1,0.001
move,vinegar,1,0.001
move,vinegar:rice,1,0.001
pick-up,fraiche,1,0.001
pick-up,fork:wooden,1,0.001
pick-up,fork:spoon,1,0.001
pick-up,food:frozen,1,0.001
move,water:more,1,0.001
pick-up,foil:silver,1,0.001
move,wine,1,0.001
pick-up,flour:dough,1,0.001
pick-up,fish,1,0.001
move,yoghurt:greek,1,0.001
move-along,finger,1,0.001
move-in,egg,1,0.001
pick-up,curd:cheese,1,0.001
pick-up,cupboard:open,1,0.001
pick-up,cumin,1,0.001
move-into,food,1,0.001
pick-up,container:rice,1,0.001
pick-up,container:oil,1,0.001
move-into,jar,1,0.001
pick-up,container:cream:cheese,1,0.001
move-into,mushroom,1,0.001
move-into,oil,1,0.001
move-into,piece:tofu,1,0.001
pick-up,cob:corn,1,0.001
move-into,pot:right,1,0.001
pick-up,clove:garlic,1,0.001
move-into,skin:orange,1,0.001
pick-up,cloth:cleaning,1,0.001
move-into,tofu,1,0.001
pick-up,clip:top:jar,1,0.001
pick-up,clip:laundry,1,0.001
move-off,piece:onion,1,0.001
pick-up,cilantro,1,0.001
pick-up,chunk:rennet:tablet,1,0.001
move-on,box:meat,1,0.001
pick-up,chunk:carrot,1,0.001
pick-up,chopstick:fork,1,0.001
move-on,cutlery,1,0.001
move-on,glove:oven,1,0.001
move-on,lemon,1,0.001
move-into,choi:pak,1,0.001
move-into,carton:egg,1,0.001
pick-up,cooker:slow,1,0.001
move-in,sauce,1,0.001
pick-up,cucumber:chopped,1,0.001
move-in,pasta,1,0.001
pick-up,cube:gravy,1,0.001
pick-up,crumbles:chocolate,1,0.001
pick-up,crumbles,1,0.001
pick-up,crumb:rennet:tablet,1,0.001
pick-up,crumb:bread,1,0.001
pick-up,crumb,1,0.001
pick-up,croissant,1,0.001
move-in,salad,1,0.001
pick-up,cream:ice,1,0.001
pick-up,cover:tin,1,0.001
pick-up,coriander,1,0.001
pick-up,cover:squeezer,1,0.001
pick-up,cover:pot,1,0.001
pick-up,cover:mug,1,0.001
pick-up,cover:microwave,1,0.001
pick-up,cover:juicer,1,0.001
move-into,belly:pork,1,0.001
pick-up,cover:blender,1,0.001
pick-up,cover:battery,1,0.001
move-into,carrot,1,0.001
pick-up,corn,1,0.001
pick-up,cork,1,0.001
move,top:bread,1,0.001
move,toothpick,1,0.001
move,tomato:sun:dried,1,0.001
pick-up,liquid,1,0.001
move,pod:coffee,1,0.001
pick-up,muffin,1,0.001
pick-up,mould:ring:cake,1,0.001
move,pot:kettle,1,0.001
pick-up,motor:hand:blender,1,0.001
pick-up,mop,1,0.001
move,pot:mocha,1,0.001
move,pot:other,1,0.001
move,pot:tea,1,0.001
pick-up,mitten,1,0.001
move,prawn,1,0.001
pick-up,mirin,1,0.001
pick-up,mince,1,0.001
move,press:garlic,1,0.001
pick-up,milk:coconut,1,0.001
pick-up,mesh:steel,1,0.001
pick-up,mesh:orange,1,0.001
move,residue:food,1,0.001
pick-up,mayonnaise,1,0.001
pick-up,mat:tea:place,1,0.001
pick-up,mat,1,0.001
pick-up,mango,1,0.001
pick-up,machine:sous:vide,1,0.001
move,roll:paper,1,0.001
move,rubbish,1,0.001
pick-up,mug:coffee,1,0.001
pick-up,mug:glass,1,0.001
move,plate:broccoli,1,0.001
move,pie,1,0.001
move,peeling,1,0.001
pick-up,package:crispy:pancake,1,0.001
pick-up,package:carrot,1,0.001
move,pen,1,0.001
pick-up,pack:cheese,1,0.001
pick-up,pack:battery,1,0.001
move,pepper:bell,1,0.001
move,pepper:chilli,1,0.001
move,pesto,1,0.001
pick-up,onion:remaining,1,0.001
pick-up,onion:half,1,0.001
pick-up,omelette:rolled,1,0.001
move,pizza,1,0.001
move,piece:baking:paper,1,0.001
move,piece:bread,1,0.001
pick-up,oil:truffle,1,0.001
move,piece:carrot,1,0.001
pick-up,oil:chilli,1,0.001
move,piece:lime,1,0.001
pick-up,oat,1,0.001
move,piece:omelette,1,0.001
pick-up,nut,1,0.001
move,piece:salami,1,0.001
pick-up,net:rubber,1,0.001
pick-up,liquid:laundry,1,0.001
pick-up,lime,1,0.001
move,tomato:chopped,1,0.001
move,sachet,1,0.001
pick-up,jar:tahini,1,0.001
move,spinner:salad,1,0.001
pick-up,jar:spicy:bean:paste,1,0.001
move,stack:sandwich,1,0.001
pick-up,jar:olive,1,0.001
pick-up,jar:honey,1,0.001
pick-up,jar:herb,1,0.001
move,stove,1,0.001
move,strainer,1,0.001
move,strawberry,1,0.001
move,sugar,1,0.001
move,table,1,0.001
move,tablecloth,1,0.001
pick-up,hole:sink,1,0.001
pick-up,holder:teabag,1,0.001
pick-up,holder:spoon,1,0.001
move,teapot,1,0.001
move,tin:coffee:bean,1,0.001
move,tin:condensed:milk,1,0.001
pick-up,half:second:lemon,1,0.001
pick-up,half:onion,1,0.001
move,tin:teabag,1,0.001
pick-up,guide:sharpening,1,0.001
pick-up,guard,1,0.001
pick-up,grinder,1,0.001
move,spade:food,1,0.001
move,sock,1,0.001
pick-up,juice,1,0.001
pick-up,letter,1,0.001
pick-up,lid:steamer,1,0.001
pick-up,lid:scotch:egg:box,1,0.001
move,saucepan:large,1,0.001
pick-up,lid:milk:bottle,1,0.001
pick-up,lid:hummus:tub,1,0.001
pick-up,lid:chopper,1,0.001
pick-up,lid:butter,1,0.001
pick-up,lid:blender,1,0.001
move,sheath:thermometer,1,0.001
pick-up,lettuce:chopped,1,0.001
move,sheet,1,0.001
pick-up,lemonade,1,0.001
move,slipper,1,0.001
move,shelf,1,0.001
move,silverware,1,0.001
move,skin:garlic,1,0.001
pick-up,lead:kettle,1,0.001
pick-up,ladder,1,0.001
move,skin:squash,1,0.001
pick-up,knife:chef,1,0.001
move,slice:ham,1,0.001
pick-up,kitkat,1,0.001
pick-up,ketchup,1,0.001
move,slicer,1,0.001
put,refrigerator,1,0.001
put,remote,1,0.001
put,rest:garlic,1,0.001
put-on,noodle:instant,1,0.001
examine,bun:steamed,1,0.001
put-on,mould:cake,1,0.001
put-on,mixture:cheese,1,0.001
put-on,mix:spice,1,0.001
examine,dough,1,0.001
examine,stick:cocktail,1,0.001
expand,rack:drying,1,0.001
put-on,mince,1,0.001
put-on,milk,1,0.001
put-on,mesh,1,0.001
extract,bag,1,0.001
extract,capsule,1,0.001
put-on,mayonnaise,1,0.001
put-on,mat:sushi,1,0.001
put-on,mat:place,1,0.001
put-on,maker:coffee,1,0.001
put-on,loaf:bread,1,0.001
put-on,loaf,1,0.001
put-on,liquid:washing,1,0.001
put-on,liquid,1,0.001
put-on,light,1,0.001
put-on,lid:tin,1,0.001
put-on,lid:teapot,1,0.001
put-on,lid:scotch:egg:box,1,0.001
extract,coffee,1,0.001
examine,ball:dough,1,0.001
enter-into,kitchen,1,0.001
put-on,powder:chilli,1,0.001
put-on,oat,1,0.001
put-on,pot:tea,1,0.001
put-on,pot:second,1,0.001
put-on,pot:coffee,1,0.001
empty-into,egg:whisked,1,0.001
put-on,plate:lasagne,1,0.001
empty-into,tea,1,0.001
empty-into,tupperware,1,0.001
empty-into,vegetable,1,0.001
empty-into,whey,1,0.001
put-on,piece:pepper,1,0.001
put-on,piece:meat,1,0.001
put-on,piece:ginger,1,0.001
empty-out,bowl:rice:cooker,1,0.001
put-on,phone:mobile,1,0.001
empty-out,cooker:rice,1,0.001
empty-out,peanut,1,0.001
put-on,part:teapot,1,0.001
put-on,part:tablet,1,0.001
put-on,paper:greaseproof,1,0.001
empty-out,saucepan,1,0.001
put-on,pan:first,1,0.001
put-on,pack:cheese,1,0.001
end-of,video,1,0.001
enter,table,1,0.001
enter,time:cooking,1,0.001
extract,film:cling,1,0.001
put-on,lid:olive,1,0.001
put-on,lid:oil,1,0.001
put-on,lid:kettle,1,0.001
feel,oil,1,0.001
put-on,foil:kitchen,1,0.001
feel,temperature,1,0.001
put-on,floor,1,0.001
put-on,fishcakes,1,0.001
put-on,fish:cooked,1,0.001
put-on,filter:water,1,0.001
feel,temperature:cast:iron:pan,1,0.001
put-on,drainer,1,0.001
feel,temperature:dishwasher,1,0.001
put-on,dishwasher,1,0.001
put-on,dish:oven,1,0.001
feel,temperature:rice:cooker,1,0.001
feel,temperature:whey,1,0.001
put-on,cylinder,1,0.001
put-on,cutlery,1,0.001
put-on,cup:coffee,1,0.001
feel,water,1,0.001
put-on,cucumber:chopped,1,0.001
put-on,crisp,1,0.001
put-on,cover:plastic,1,0.001
put-on,cover:battery,1,0.001
fetch,juice:fruit,1,0.001
put-on,corn:sweet,1,0.001
put-on,coriander,1,0.001
feel,mozzarella,1,0.001
feel,hob,1,0.001
feel,heat,1,0.001
fasten,clip,1,0.001
put-on,lid:jar,1,0.001
put-on,lid:coffee:tin,1,0.001
put-on,lid:box,1,0.001
put-on,lid:bin,1,0.001
extract,filter,1,0.001
put-on,lettuce,1,0.001
extract-from,olive,1,0.001
put-on,leaf:spinach,1,0.001
put-on,ladle,1,0.001
put-on,knife:bread,1,0.001
fall-on,stirrer:wooden,1,0.001
put-on,jug:measuring,1,0.001
feel,bun:steamed,1,0.001
fasten,packaging:salad,1,0.001
put-on,jean,1,0.001
put-on,jar:pasta:sauce,1,0.001
put-on,jar:jam,1,0.001
put-on,jar,1,0.001
put-on,hummus,1,0.001
put-on,holder:teabag,1,0.001
feel,bowl,1,0.001
put-on,grater:cheese,1,0.001
put-on,grater,1,0.001
put-on,glove:second,1,0.001
empty-into,corn,1,0.001
put-on,punnet,1,0.001
put,rest:spoon,1,0.001
put-onto,butter,1,0.001
put-onto,box,1,0.001
open,jam,1,0.001
put-onto,board:cut,1,0.001
put-onto,bit:potato,1,0.001
put-onto,ball:dough,1,0.001
put-onto,bag,1,0.001
empty,mug:rice,1,0.001
empty,mushroom,1,0.001
put-on,wrapper,1,0.001
empty,oil:olive,1,0.001
empty,pack:cheese,1,0.001
put-on,watch,1,0.001
put-on,wash:water,1,0.001
put-on,vegetable,1,0.001
empty,packaging,1,0.001
empty,packet,1,0.001
put-on,tub:hummus,1,0.001
empty,pan:dish:washing,1,0.001
put-on,tray:steamer,1,0.001
put-on,tray:oven,1,0.001
empty,paper:filter,1,0.001
empty,pitcher,1,0.001
put-on,trash,1,0.001
empty,plug,1,0.001
put-on,towel:kitchen,1,0.001
put-onto,brush:pastry,1,0.001
put-onto,cap,1,0.001
put-on,rack:dry,1,0.001
put-onto,chilli,1,0.001
put-onto,pepper,1,0.001
empty,egg,1,0.001
put-onto,paper,1,0.001
put-onto,pan:cast:iron,1,0.001
empty,filter:sink,1,0.001
empty,flour,1,0.001
put-onto,mug,1,0.001
put-onto,mozzarella,1,0.001
put-onto,liquid:washing,1,0.001
put-onto,liquid:cleaning,1,0.001
empty,ground:coffee,1,0.001
put-onto,hummus,1,0.001
put-onto,heater:right,1,0.001
put-onto,fruit,1,0.001
put-onto,fork:paper,1,0.001
empty,holder:coffee,1,0.001
put-onto,food:more,1,0.001
put-onto,food,1,0.001
put-onto,film,1,0.001
put-onto,dough,1,0.001
put-onto,dirt,1,0.001
put-onto,container:salt,1,0.001
put-onto,container:oil,1,0.001
empty,liquid,1,0.001
put-onto,chopstick,1,0.001
empty,plug:sink,1,0.001
put-on,top:salad:spinner,1,0.001
put-on,top:pizza,1,0.001
put-on,top:fridge,1,0.001
empty,pot:moka,1,0.001
empty,rack:cutlery,1,0.001
empty,raisin:more,1,0.001
put-on,spade,1,0.001
put-on,soap:more,1,0.001
put-on,soap:dish,1,0.001
empty,salmon,1,0.001
put-on,slice:lasagne,1,0.001
empty,spice:mixed,1,0.001
put-on,sink:water,1,0.001
put-on,shelf:utensil,1,0.001
put-on,sheath,1,0.001
put-on,seal,1,0.001
empty,strainer:tea,1,0.001
put-on,scale,1,0.001
put-on,saucer,1,0.001
put-on,saucepan:small,1,0.001
put-on,saucepan:large,1,0.001
empty,strainer:teapot,1,0.001
empty,v60,1,0.001
empty,vegetable,1,0.001
put-on,ring:onion,1,0.001
empty-from,pan,1,0.001
empty-from,whey,1,0.001
put-on,rack:tray,1,0.001
put-on,spoon:measuring,1,0.001
put-on,spoon:slotted,1,0.001
put-on,spoon:wooden,1,0.001
put-on,tahini,1,0.001
put-on,top:cafetiere,1,0.001
empty,pod,1,0.001
put-on,tongs,1,0.001
put-on,tomato:chopped,1,0.001
put-on,tomato:cherry,1,0.001
empty,pod:coffee,1,0.001
put-on,toast,1,0.001
put-on,tin:coffee,1,0.001
put-on,timer,1,0.001
put-on,tea,1,0.001
put-on,tarragon,1,0.001
put-on,tablespoon,1,0.001
put-on,sprout:cooked,1,0.001
put-on,table:round,1,0.001
empty,pot:coffee,1,0.001
put-on,tabasco,1,0.001
put-on,syrup:cherry,1,0.001
put-on,strainer:teapot,1,0.001
put-on,strainer:tea,1,0.001
put-on,strainer:cafetiere,1,0.001
put-on,strainer,1,0.001
put-on,sticker,1,0.001
put-on,stick:bread,1,0.001
put-on,steamer,1,0.001
fetch,plate,1,0.001
put-on,cooker,1,0.001
put-on,container:salt,1,0.001
put-into,oil:sesame,1,0.001
put-into,oil:more,1,0.001
fish-out,salmon,1,0.001
put-into,oatmeal,1,0.001
put-into,oat,1,0.001
put-into,noodle:instant,1,0.001
fit-inside,wire,1,0.001
fix,blade:peeler,1,0.001
put-into,mozzarella,1,0.001
put-into,mixture:egg:flour,1,0.001
put-into,milk:soya,1,0.001
fix,container:pepper,1,0.001
fix,cover,1,0.001
put-into,microwave,1,0.001
fix,paella,1,0.001
put-into,mayonnaise,1,0.001
put-into,masala:bean,1,0.001
put-into,maker:coffee,1,0.001
fix,position:tray,1,0.001
put-into,liquid:washing:up,1,0.001
put-into,liquid:washing,1,0.001
flatten,ball:dough,1,0.001
put-into,leek,1,0.001
flatten,container,1,0.001
put-into,leaf:curry,1,0.001
put-into,leaf:basil,1,0.001
finish,onion:cut:spring,1,0.001
finish,chilli,1,0.001
fill,boiler,1,0.001
put-into,opener:bottle,1,0.001
fill-with,pot,1,0.001
put-into,pitta,1,0.001
put-into,pin:rolling,1,0.001
put-into,piece:spring:onion,1,0.001
fill-with,pot:coffee,1,0.001
put-into,piece:mushroom,1,0.001
put-into,piece:lettuce,1,0.001
put-into,piece:leek,1,0.001
put-into,piece:garlic,1,0.001
fill-with,saucepan:large,1,0.001
put-into,piece:carrot,1,0.001
put-into,pesto,1,0.001
fill-with,tray:baking,1,0.001
fill-with,tupperware,1,0.001
put-into,paper,1,0.001
put-into,paneer,1,0.001
put-into,pan:oil,1,0.001
put-into,pan:garlic,1,0.001
put-into,pan:fry,1,0.001
filter,water,1,0.001
put-into,packet:cheese,1,0.001
put-into,packet,1,0.001
find,cover,1,0.001
put-into,package,1,0.001
put-into,pack:bin:cheese,1,0.001
flatten,dough,1,0.001
flatten,mixture,1,0.001
put-into,jug:measuring,1,0.001
put-into,jug:cafetiere,1,0.001
put-into,curd:bean,1,0.001
flip,oat,1,0.001
put-into,cover,1,0.001
put-into,core:apple,1,0.001
put-into,content,1,0.001
flip,pancake:oat,1,0.001
put-into,clove,1,0.001
flip,tongs,1,0.001
flip,tray:pizza,1,0.001
put-into,chorizo,1,0.001
flip-through,book,1,0.001
flip-with,piece:meat,1,0.001
put-into,celery,1,0.001
put-into,carton:egg,1,0.001
put-into,caper,1,0.001
put-into,cap,1,0.001
put-into,cabbage:cooked,1,0.001
put-into,bulb:garlic,1,0.001
put-into,broccoli:tenderstem,1,0.001
put-into,bread,1,0.001
put-into,box:yeast,1,0.001
put-into,box:tea,1,0.001
put-into,box:noodle,1,0.001
put-into,box:food,1,0.001
put-into,box:cereal,1,0.001
put-into,curd:cooked:bean,1,0.001
flip,glove,1,0.001
put-into,cutter:pizza,1,0.001
put-into,flour:plain,1,0.001
put-into,jar:jam,1,0.001
put-into,jar:herb,1,0.001
put-into,hummus,1,0.001
put-into,grater,1,0.001
flatten,surface:mixture,1,0.001
flatten-out,paper:greaseproof,1,0.001
put-into,fridge,1,0.001
put-into,fragment:cabbage,1,0.001
flatten-with,spatula,1,0.001
flick,aeropress,1,0.001
put-into,foil:aluminium,1,0.001
flick,hand,1,0.001
flip,fridge,1,0.001
flick-up,holder:dishwasher:glass,1,0.001
put-into,filter:tap:water,1,0.001
put-into,film:cling,1,0.001
put-into,fat,1,0.001
put-into,egg:second,1,0.001
flip,base:pizza,1,0.001
flip,croissant,1,0.001
put-into,drainer,1,0.001
put-into,door,1,0.001
put-into,dish:oven,1,0.001
put-into,dish,1,0.001
put-into,plug,1,0.001
put-into,pot:right,1,0.001
put-into,pot:white,1,0.001
fill,nozzle:coffee,1,0.001
put-on,bottle:gin,1,0.001
put-on,boiler:water,1,0.001
put-on,boiler,1,0.001
fill,cup:water,1,0.001
put-on,bin:recycling,1,0.001
fill,liquid,1,0.001
put-on,base:pizza,1,0.001
put-on,band:rubber,1,0.001
fill,moka,1,0.001
put-on,bagel,1,0.001
put-on,bag:rice,1,0.001
put-on,bag:kitchen,1,0.001
put-on,bag:flour,1,0.001
put-on,bag:cheese,1,0.001
put-on,apple,1,0.001
put-of,tupperware:sugar,1,0.001
put-of,tupperware:oregano,1,0.001
put-of,tupperware:butter,1,0.001
put-of,tray:pizza,1,0.001
put-of,tomato,1,0.001
put-of,lid:salt,1,0.001
put-of,lid:pepper,1,0.001
put-of,chickpea,1,0.001
put-of,bottle:oil,1,0.001
put-of,bit:pepper,1,0.001
put-on,bottom:spring:form,1,0.001
put-on,bowl:egg,1,0.001
fill,container,1,0.001
put-on,cake,1,0.001
put-on,coffee,1,0.001
put-on,clothes,1,0.001
put-on,cloth,1,0.001
put-on,clip:top:jar,1,0.001
fill,bowl,1,0.001
put-on,choi:pak,1,0.001
put-on,carton:egg,1,0.001
put-on,carrot,1,0.001
put-on,cardigan,1,0.001
put-on,cardboard,1,0.001
put-on,cake:fish,1,0.001
put-on,cafetiere,1,0.001
put-on,bowl:lettuce,1,0.001
put-on,cabbage,1,0.001
fill,bun:steamed,1,0.001
put-on,burger:chicken,1,0.001
put-on,brusher,1,0.001
put-on,brush,1,0.001
put-on,broccoli:pour,1,0.001
put-on,bread:toast,1,0.001
fill,cafetiere,1,0.001
put-on,box:tea,1,0.001
put-on,box:cereal,1,0.001
fill,carafe,1,0.001
put-of,bean:kidney,1,0.001
put-into,yoghurt,1,0.001
put-into,product:cleaning,1,0.001
put-into,yeast,1,0.001
put-into,spoon:mixture,1,0.001
fill-up,can,1,0.001
put-into,spice,1,0.001
fill-up,jar,1,0.001
put-into,spaghetti,1,0.001
put-into,source:bean,1,0.001
put-into,soap,1,0.001
put-into,slice:bean:curd,1,0.001
put-into,skin:banana,1,0.001
put-into,skin,1,0.001
put-into,shell:egg,1,0.001
put-into,shelf:plated,1,0.001
put-into,seed:pepper,1,0.001
fill-up,pan,1,0.001
put-into,scissor,1,0.001
fill-with,boiler:water,1,0.001
put-into,salt:more,1,0.001
fill-with,bottle,1,0.001
put-into,salami,1,0.001
put-into,rubber,1,0.001
put-into,roll,1,0.001
fill-with,bottle:passata,1,0.001
put-into,rest:teabag,1,0.001
put-into,rest:rice,1,0.001
put-into,rest,1,0.001
put-into,spoon:second,1,0.001
put-into,sprout,1,0.001
put-into,sprout:cooked,1,0.001
put-into,tofu,1,0.001
put-into,water:tap,1,0.001
fill,pan,1,0.001
put-into,water:hot,1,0.001
fill,ramekin,1,0.001
fill,roll,1,0.001
fill,squash,1,0.001
fill,tray:ice:cube,1,0.001
fill-from,jug,1,0.001
fill-from,mug,1,0.001
put-into,tortilla,1,0.001
put-into,tomato:peeled,1,0.001
put-into,teaspoon,1,0.001
put-into,squash,1,0.001
put-into,teapot,1,0.001
put-into,teabag,1,0.001
put-into,tea,1,0.001
put-into,sugar,1,0.001
put-into,strip:opening,1,0.001
put-into,strip:coffee:bean:bag,1,0.001
fill-up,bowl,1,0.001
put-into,stick:chop,1,0.001
put-into,stand,1,0.001
put-into,stalk:pepper,1,0.001
put-into,squeezer:lemon,1,0.001
put-onto,piece:pepper,1,0.001
empty,drainer,1,0.001
empty,drain,1,0.001
return,sponge,1,0.001
return,pasta,1,0.001
return,pan:frying,1,0.001
return,oven,1,0.001
return,olive,1,0.001
return,nut:pine,1,0.001
return,milk,1,0.001
return,mayonnaise,1,0.001
return,kettle,1,0.001
return,ketchup,1,0.001
return,hole:sink,1,0.001
return,glass,1,0.001
return,envelope,1,0.001
return,drawer,1,0.001
return,cover:food:processor,1,0.001
return,can,1,0.001
return,butter,1,0.001
return,box,1,0.001
return,bottle,1,0.001
return,book,1,0.001
return,board:chopping,1,0.001
return,blade:chopping,1,0.001
return,bag:pine:nut,1,0.001
retrieve,half:eggshell,1,0.001
rest-onto,blender,1,0.001
dry,spatula,1,0.001
return,plate,1,0.001
return,tomato,1,0.001
dry,wok,1,0.001
dry,sink,1,0.001
rinse,bin,1,0.001
dry,scissors,1,0.001
rinse,base:cake:container,1,0.001
rinse,aubergine,1,0.001
dry,scraper,1,0.001
rifle-through,drawer,1,0.001
dry,side,1,0.001
rewrap,butter,1,0.001
reverse,lid,1,0.001
return-to,tortilla,1,0.001
return-to,spice,1,0.001
return-to,saucepan,1,0.001
return-to,pot,1,0.001
return-to,glove:second,1,0.001
return-to,glass,1,0.001
return-to,box:plastic,1,0.001
return-to,bowl,1,0.001
return-to,bottle:water,1,0.001
return-to,bag:plastic,1,0.001
return-into,nut:pine,1,0.001
return-into,milk,1,0.001
return-into,compartment,1,0.001
return-into,bag:sugar,1,0.001
return-into,bag,1,0.001
return-from,spice,1,0.001
rest-on,spatula,1,0.001
rest-against,spatula,1,0.001
reseal,raisin,1,0.001
reposition,burner,1,0.001
remove-from,seed:lemon,1,0.001
dry,strainer:tea,1,0.001
dry,support,1,0.001
remove-from,sausage,1,0.001
remove-from,salad,1,0.001
remove-from,rest,1,0.001
remove-from,remainder:mixture,1,0.001
remove-from,potato,1,0.001
dry,teapot,1,0.001
dry,thermometer,1,0.001
remove-from,piece:shell,1,0.001
remove-from,piece:pasta,1,0.001
remove-from,piece:onion,1,0.001
remove-from,peel,1,0.001
remove-from,patty:tuna,1,0.001
remove-from,packaging,1,0.001
remove-from,line,1,0.001
dry,toothpick,1,0.001
remove-from,lid:plastic,1,0.001
remove-from,lid:film,1,0.001
dry,top:salad:spinner,1,0.001
remove-from,leaf:curry,1,0.001
dry,tray,1,0.001
remove-from,label,1,0.001
dry,tub:tupperware,1,0.001
dry,strainer:cafetiere,1,0.001
remove-from,stalk,1,0.001
remove-from,stick:cocktail,1,0.001
dry,spinner:salad,1,0.001
replace,support,1,0.001
replace,stopper,1,0.001
replace,milk,1,0.001
replace,drum:measuring,1,0.001
remove-out,piece:garlic,1,0.001
remove-out,ginger,1,0.001
remove-on,waste,1,0.001
remove-on,tap,1,0.001
remove-on,spoon,1,0.001
remove-on,plate,1,0.001
remove-on,patty:tuna,1,0.001
remove-off,peel,1,0.001
remove-from,sticker,1,0.001
remove-into,remainder,1,0.001
remove-into,dust,1,0.001
remove-into,clothes,1,0.001
remove-inside,waste,1,0.001
dry,sponge,1,0.001
remove-inside,part:pepper,1,0.001
dry,stand:sharpening,1,0.001
remove-from,tupperware,1,0.001
remove-from,tray:baking,1,0.001
remove-from,trash,1,0.001
remove-from,towel:kitchen,1,0.001
rinse,blackberry,1,0.001
rinse,blade,1,0.001
rinse,blade:chopping,1,0.001
rinse,measurer:rice,1,0.001
drop,rubbish,1,0.001
rinse,residue:food,1,0.001
drop,shell:egg,1,0.001
drop,sock,1,0.001
rinse,pot:teapot,1,0.001
rinse,pot:small,1,0.001
drop,spoon:coffee,1,0.001
drop,spoon:measuring,1,0.001
drop-in,ball:dough,1,0.001
rinse,pod:coffee,1,0.001
drop-in,bit:carrot,1,0.001
drop-in,dough,1,0.001
rinse,piece:hand:blender,1,0.001
rinse,piece:food:processor,1,0.001
drop-in,scourer,1,0.001
rinse,pepper,1,0.001
drop-into,bit:carrot,1,0.001
rinse,parsley,1,0.001
drop-into,crumb,1,0.001
rinse,packet:beef,1,0.001
rinse,packet,1,0.001
rinse,pack:chicken,1,0.001
rinse,onion:spring,1,0.001
drop-into,jug:measuring,1,0.001
rinse,mixture,1,0.001
drop,roll:cling:film,1,0.001
rinse,sauce,1,0.001
drop,paper:tissue,1,0.001
rinse,strainer:cafetiere,1,0.001
drop,container,1,0.001
drop,curd:cheese,1,0.001
drop,dust,1,0.001
rinse,tablespoon:place,1,0.001
drop,floor,1,0.001
rinse,support,1,0.001
rinse,strawberry,1,0.001
rinse,straw,1,0.001
drop,grater,1,0.001
drop,guard,1,0.001
rinse,strainer:mesh,1,0.001
drop,jar,1,0.001
rinse,scourer,1,0.001
rinse,stone:sharpening,1,0.001
rinse,stand:sharpening,1,0.001
rinse,squeezer,1,0.001
drop,knife,1,0.001
drop,lid:jar,1,0.001
drop,milk,1,0.001
rinse,skinner:carrot,1,0.001
drop,oil,1,0.001
drop,paper:greaseproof,1,0.001
rinse,seal:clip:top:jar,1,0.001
rinse,scraper,1,0.001
rinse,mixer,1,0.001
rinse,lime,1,0.001
dry,saucer,1,0.001
rinse,lid:pan,1,0.001
dry,kitchen,1,0.001
dry,knife:chef,1,0.001
dry,knife:mezzaluna,1,0.001
rinse,container:food,1,0.001
dry,lid:box,1,0.001
rinse,clip:top:jar,1,0.001
rinse,clip:bag,1,0.001
rinse,clip,1,0.001
rinse,choi:pak,1,0.001
rinse,chilli,1,0.001
dry,mixer,1,0.001
rinse,caper,1,0.001
dry,paella,1,0.001
dry,peach,1,0.001
rinse,brush,1,0.001
rinse,broccoli,1,0.001
dry,peeler:carrot,1,0.001
dry,peeler:potato,1,0.001
rinse,bowl:juicer,1,0.001
rinse,bowl:food:processor,1,0.001
dry,pot:small,1,0.001
dry,rack,1,0.001
dry,rag,1,0.001
dry,rag:dish,1,0.001
dry,rest:spoon,1,0.001
dry,jug:cafetiere,1,0.001
dry,jug,1,0.001
dry,jar,1,0.001
dry,clip:bag,1,0.001
rinse,lid:jar,1,0.001
rinse,lid:hummus:tub,1,0.001
rinse,lid:container,1,0.001
drop-on,egg,1,0.001
dry,blade,1,0.001
rinse,knife:paring,1,0.001
dry,booklet:instruction,1,0.001
rinse,kitchen,1,0.001
rinse,kettle,1,0.001
dry,burner,1,0.001
dry,carafe,1,0.001
rinse,infuser,1,0.001
dry,holder:teabag,1,0.001
rinse,holder:teabag,1,0.001
dry,counter,1,0.001
dry,cucumber,1,0.001
rinse,grater:cheese,1,0.001
dry,dish:oven,1,0.001
dry,finger,1,0.001
rinse,glove,1,0.001
dry,guard:hand,1,0.001
dry,hob,1,0.001
dry,holder:jug,1,0.001
dry,holder:spoon,1,0.001
remove-from,ginger,1,0.001
remove-from,foil,1,0.001
empty,dough,1,0.001
eat-on,food,1,0.001
remain-in,food:empty,1,0.001
regulate,stove,1,0.001
recycle,packaging:pizza,1,0.001
recycle,package,1,0.001
recycle,bottle,1,0.001
reconstruct,squeezer:lemon,1,0.001
reattach,boiler:water,1,0.001
rearrange-in,egg,1,0.001
rearrange,tomato,1,0.001
rearrange,slice:bread,1,0.001
rearrange,pizza,1,0.001
